date,time,dxy,dxy_chg,vix,vix_chg,sp500_fut,sp500_chg,iron_ore,iron_ore_chg,brent,brent_chg,wti,wti_chg,usd_ars,usd_ars_chg,usd_aud,usd_aud_chg,usd_clp,usd_clp_chg,usd_mxn,usd_mxn_chg,usd_inr,usd_inr_chg,usd_try,usd_try_chg,usd_zar,usd_zar_chg,us_2y,us_2y_chg,us_10y,us_10y_chg,cds_br_5y,cds_br_chg,brl_fut_prev_settle,brl_fut_prev_high,brl_fut_prev_low,brl_fut_prev_poc,ewz,ewz_chg,eww,eww_chg,tur,tur_chg,emb,emb_chg,vale,vale_chg,pbr_a,pbr_chg,itub,itub_chg,bbdo,bbdo_chg,notes
2026-01-08,09:03:43.904765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
